,office,node/3686157132,node/4449837691,way/1497789845,way/301859277,way/759987899,way/1125139659,node/746627029,way/298902402,way/60044139,node/13377797577,node/2061879185,node/10266409318,node/1112015371,node/2599542242,node/10792703614,way/1050768070,way/1173781965,way/1156068846,node/1092878580,node/13192600286,node/11401552485,node/2631338026,way/418665227,node/2905961116,node/2784089953,way/431072075,node/13457640691,way/471722581,node/12587586255,way/502841208,node/1511622328,node/2613719490,node/1998376334,node/11083618706,node/1998376340,node/4065359328,way/101974944,node/11794162206,way/332587893,way/667746336,node/10726315310,node/4912455161,node/6723530125,way/1163945142,way/753703519,way/283638701,node/4374935729,node/5602005239,way/1094224072,way/674299894,node/3777486881,node/622204540,way/473868951,node/3123215557,way/304004266,node/2304484464,node/1080996458,node/4769471534,node/10937770886,node/2636758535,node/1600767375,node/2606420203,node/3254987866,node/3895220847,node/11210080138,way/1131163538,node/2304484684,node/10011137809,way/326955764,node/12196594520,node/2529991306,node/2078116017,node/5586709673,node/2939048403,way/223128134,node/2951316219,way/681503955,way/568771392,node/4678874493,node/7341225608,node/12425250871,node/178821228,way/261806925,node/12144695461,node/184049470,node/10827905563,node/2651530874,way/511539213,node/4666017389,node/2621636923,node/902327015,node/363997548,node/1128664813,node/4610137789,node/6121549487,node/622204591,node/3523190952,way/170505341,node/674477959,node/26289763,node/327528975,node/614939487,node/4338377884,node/11269074158,node/5109205856,node/4077525244,node/3056287062,way/1454716354,node/3014835252,way/1139030278,node/5210751039,node/1762579478,node/1452885165,node/4769476622,node/1992854977,node/3974972557,way/997439163,node/12433858548,node/3113588327,node/4609504482,node/332074128,way/945061262,node/336262498,node/6566648095,node/627574779,node/302790436,way/585852861,node/2580708138,node/5884199085,node/3211789361,node/4921020221,node/4343081824,node/3770301444,way/1360293399,node/2182364515,way/293463784,node/10606501241,way/1360293417,node/13176973077,node/13904673940,node/4715569699,way/499614429,way/743710865,node/871073568,way/376470743,node/262353392,node/2551116095,node/2606625338,node/2134285281,node/5176377207,node/9540446866,node/4394136790,node/5830690815,way/994058707,node/3057780133,way/908382642,node/831025935,node/810206915,node/637776200,way/313495189,node/4734171440,node/299938277,node/529705675,node/6922982209,node/3876914565,way/1349747787,node/2068640057,node/1444943078,way/477207073,node/2648889791,way/1367403155,way/1330622520,node/292354225,node/8936265515,node/1312900851,way/442113937,node/470926455,way/441440085,node/7137691094,node/5799799202,node/12403420156,way/1003915685
node/1128664813,12.793,49.245,36.194,32.387,30.488,29.861,28.008,25.033,26.846,23.237,24.636,21.038,24.454,24.479,26.000,29.897,34.653,24.659,18.937,20.309,28.858,24.317,22.458,22.094,25.297,23.057,16.928,14.181,24.081,13.670,20.572,21.079,14.542,20.178,11.896,19.595,19.347,20.759,21.548,25.618,17.359,9.647,18.591,14.026,9.046,13.743,11.544,7.808,8.133,11.893,9.862,6.373,9.677,8.989,8.289,20.407,7.780,5.949,5.875,4.956,9.460,11.409,5.339,5.161,4.173,8.384,9.981,6.803,13.665,20.531,4.058,3.798,3.177,2.555,7.057,7.661,4.545,1.944,20.850,3.035,5.278,3.460,4.359,2.803,13.974,1.449,3.767,2.272,9.580,14.924,1.685,2.417,0.773,0.000,2.559,6.367,2.264,4.367,17.169,1.350,11.524,2.440,10.774,1.189,4.306,3.794,2.832,5.840,20.280,4.891,34.995,12.698,22.586,7.988,2.594,3.048,16.207,20.049,3.640,3.573,3.990,19.437,18.539,13.014,9.776,20.676,3.658,6.233,4.392,7.024,12.609,9.388,23.854,5.145,13.028,11.410,9.631,8.683,13.830,23.803,6.211,13.756,6.414,19.850,22.061,28.708,7.409,7.063,7.774,33.302,12.225,8.672,21.817,18.571,20.729,11.674,20.237,22.603,31.701,35.040,33.064,12.860,11.575,21.881,16.003,16.703,29.553,19.598,20.443,22.882,22.677,28.127,34.415,24.770,31.171,46.574,24.563,39.206,39.833,40.507,30.658,34.547,47.807
node/4610137789,16.464,49.780,36.729,32.922,31.023,30.396,33.318,30.343,32.157,28.548,25.171,21.573,29.765,29.790,29.885,33.415,38.171,28.177,24.064,23.827,32.377,27.835,25.976,25.613,28.816,26.576,20.446,19.137,27.599,17.622,24.090,24.598,18.061,18.985,15.567,18.402,22.865,24.277,20.355,29.136,16.166,10.498,22.110,17.544,14.469,12.550,10.351,8.660,12.020,17.686,8.669,9.677,15.459,14.204,7.096,19.467,12.995,6.389,10.461,5.875,15.925,13.838,10.116,4.643,5.531,7.444,9.040,9.230,12.725,29.085,5.566,2.927,4.535,3.914,6.116,10.089,4.013,3.271,23.278,4.362,12.019,4.787,5.633,1.987,13.033,3.551,6.195,4.006,8.640,13.983,0.982,4.845,3.201,2.784,0.000,3.807,4.691,1.808,14.700,3.811,6.487,0.921,13.202,3.094,7.059,1.234,5.241,3.280,18.264,2.332,32.979,10.681,20.570,5.428,4.221,4.765,14.190,22.477,3.848,3.624,3.393,21.865,20.967,15.784,6.443,18.659,5.184,4.244,4.589,9.794,10.593,12.158,21.838,7.234,11.012,8.077,7.760,6.812,11.813,21.786,7.705,11.740,8.487,22.620,20.044,26.691,8.989,11.006,7.040,31.285,10.019,10.891,24.587,21.341,18.713,9.468,23.006,20.587,29.684,33.023,31.047,10.653,12.973,24.650,13.797,14.497,27.537,17.392,18.237,20.675,20.471,30.896,37.184,22.564,28.965,49.343,25.962,41.975,42.603,43.276,32.057,32.341,49.205
node/6121549487,17.797,51.113,38.062,34.255,32.356,31.730,34.651,31.676,33.490,29.881,26.504,22.906,31.098,31.123,31.218,34.748,39.504,29.510,25.396,25.160,33.710,29.168,27.309,26.946,30.149,27.909,21.779,20.471,28.933,18.955,25.423,25.931,19.394,20.326,16.900,19.743,24.198,25.610,21.696,30.469,17.507,11.832,23.443,18.878,15.802,13.891,9.529,9.993,13.353,19.019,7.848,11.010,16.792,15.537,6.353,17.278,14.328,7.135,12.790,7.208,17.259,20.508,11.449,5.984,10.075,5.526,6.876,15.900,10.536,30.418,8.659,5.522,7.987,7.365,3.764,18.202,4.213,6.723,32.319,7.813,13.352,8.238,13.840,4.582,8.484,7.002,14.431,7.457,5.248,9.434,4.766,8.629,6.985,6.568,3.784,0.000,8.476,1.970,11.756,7.595,3.381,4.691,16.986,6.625,11.133,3.759,9.315,1.444,15.397,3.178,30.112,7.814,17.703,3.592,8.296,8.840,11.323,26.261,7.923,6.475,6.043,25.649,24.751,22.471,4.607,15.792,9.969,3.958,9.201,13.868,7.726,16.232,18.971,8.500,8.145,6.241,7.397,6.075,8.257,18.919,8.971,7.686,9.754,26.694,17.177,23.824,10.255,12.280,8.307,28.418,11.293,12.165,28.661,25.415,15.846,10.742,27.081,17.720,26.817,30.156,28.180,11.928,14.247,28.725,15.072,15.771,24.670,17.109,17.993,19.166,20.227,34.971,41.259,22.320,28.721,53.417,27.236,46.050,46.677,47.350,33.331,32.096,50.480
node/622204591,13.669,49.969,36.917,33.111,31.212,30.585,28.883,25.909,27.722,24.113,25.359,21.761,25.330,25.355,26.876,26.180,30.936,25.534,19.813,21.184,25.141,25.192,23.333,22.970,21.580,22.348,17.803,15.057,20.364,14.546,16.855,17.362,15.418,22.306,12.772,21.724,15.630,17.042,23.676,21.901,19.487,10.370,14.874,14.902,9.922,15.871,13.741,8.532,9.009,10.844,11.991,6.349,8.056,7.460,10.417,22.536,7.161,8.358,5.014,6.615,7.839,9.789,4.663,7.148,4.319,10.512,12.109,5.182,15.793,18.671,3.666,5.927,4.557,5.303,9.185,6.040,6.674,4.073,18.991,4.622,3.657,3.912,2.739,4.931,16.102,1.913,2.146,1.096,11.709,17.052,3.813,0.797,1.825,2.415,4.688,8.495,0.000,6.495,18.528,1.831,13.652,4.252,8.915,2.419,3.208,5.922,1.734,7.968,22.092,6.724,36.807,14.510,24.398,10.573,3.701,3.509,18.018,18.189,4.766,5.134,6.211,17.577,16.680,11.917,11.588,22.488,4.765,8.045,5.865,5.927,14.421,8.291,25.666,6.706,14.840,13.222,11.443,10.495,15.642,25.615,7.772,15.568,7.137,18.753,23.873,30.520,11.085,10.543,9.586,35.114,14.037,10.233,20.720,17.474,22.541,13.486,19.139,24.415,33.513,36.852,34.875,17.376,15.671,20.783,17.815,18.515,31.365,21.410,22.255,24.693,24.489,27.029,33.317,26.582,32.983,45.476,27.315,38.108,38.736,39.409,33.410,36.359,49.021
node/3523190952,16.971,50.287,37.236,33.429,31.530,30.903,33.825,30.850,32.663,29.054,25.677,22.079,30.272,30.296,30.392,33.922,38.678,28.684,24.570,24.334,32.884,28.342,26.483,26.120,29.323,27.082,20.953,19.644,28.106,18.129,24.597,25.105,18.568,19.492,16.074,18.909,23.372,24.784,20.862,29.643,16.673,11.005,22.617,18.051,14.976,13.057,10.858,9.167,12.527,18.193,9.176,10.184,15.966,14.710,7.603,19.974,13.502,6.896,10.968,6.382,16.432,19.682,10.622,5.149,9.249,7.950,9.547,15.074,13.231,29.592,9.545,4.848,6.350,5.728,5.003,17.375,3.457,5.086,31.493,6.176,12.526,6.601,7.447,3.826,9.783,5.365,13.605,5.821,6.250,10.732,2.796,6.660,5.015,4.598,1.814,2.000,6.506,0.000,11.861,5.625,4.680,2.722,15.016,4.656,8.859,1.789,7.041,1.473,15.425,2.110,30.140,7.843,17.731,3.620,6.022,6.565,11.351,24.291,5.648,6.121,6.014,23.679,22.782,21.492,4.635,15.821,8.000,4.539,7.231,11.594,7.754,13.958,18.999,7.528,8.173,6.269,7.426,7.107,8.285,18.948,8.000,7.714,8.782,24.420,17.206,23.853,9.283,11.301,7.335,28.447,10.313,11.186,26.387,23.141,15.874,9.762,24.806,17.748,26.846,30.185,28.209,10.948,13.268,26.451,14.092,14.792,24.698,17.686,18.532,20.970,20.766,32.697,38.985,22.859,29.260,51.143,26.256,43.776,44.403,45.077,32.351,32.635,49.500
way/170505341,27.181,59.295,46.243,42.437,40.538,39.911,44.327,41.444,43.166,39.557,34.685,29.553,37.745,37.770,39.291,44.947,49.703,44.156,37.025,41.799,43.909,43.814,41.955,37.145,40.348,38.108,32.039,26.562,39.131,25.047,35.622,36.130,29.851,19.976,27.013,19.392,34.397,35.809,12.802,40.668,17.147,22.598,33.642,29.076,26.001,16.934,17.668,21.591,25.205,29.218,15.461,22.200,29.459,29.318,14.992,8.423,27.192,16.351,23.980,18.398,30.647,38.277,22.639,17.174,21.266,12.400,8.158,27.090,7.756,40.617,20.958,17.684,20.113,19.491,13.104,29.392,16.545,18.200,42.518,20.063,24.543,20.487,21.333,16.198,3.580,18.480,20.390,18.935,11.010,2.003,16.362,19.041,17.586,17.233,15.382,11.762,19.107,12.288,0.000,17.241,9.506,15.454,27.533,16.440,20.276,14.288,18.458,11.331,5.548,13.040,21.658,6.893,7.854,8.709,17.439,17.983,2.869,42.115,17.066,16.239,15.808,41.503,40.606,33.831,10.229,7.339,18.033,13.241,17.741,25.449,8.336,27.813,10.517,18.858,8.755,11.401,11.655,12.514,9.564,10.466,18.114,9.483,19.355,40.996,8.724,15.370,19.473,19.696,16.000,19.965,16.011,19.581,42.963,39.717,16.456,18.261,41.382,11.493,18.363,21.703,19.726,19.446,21.663,43.026,20.447,21.146,16.216,21.376,22.260,23.433,24.494,49.273,55.560,25.035,27.494,67.719,32.107,60.352,60.979,61.652,38.202,34.812,55.351
node/674477959,14.249,50.975,37.923,34.117,32.218,31.591,29.463,26.488,28.302,24.693,26.365,22.767,25.910,25.935,27.456,27.186,31.942,26.114,20.393,21.764,26.147,25.772,23.913,23.550,22.586,23.354,18.383,15.637,21.370,15.126,17.861,18.368,15.998,21.634,13.352,21.051,16.636,18.048,23.003,22.907,18.814,11.376,15.880,15.482,10.502,15.198,12.999,9.538,9.589,11.850,11.318,7.355,9.062,8.466,9.744,21.863,8.167,7.404,6.021,6.411,8.845,10.795,5.669,6.616,5.325,9.839,11.436,6.188,15.120,19.916,4.672,5.254,4.632,4.011,8.512,7.046,6.001,3.400,20.235,4.491,4.663,4.918,3.744,4.258,15.429,1.590,3.152,1.624,11.036,16.379,3.140,1.803,1.152,1.742,4.015,7.822,1.327,5.823,16.927,0.000,12.979,2.724,10.159,0.778,3.463,4.296,1.990,7.295,20.491,5.123,35.206,12.908,22.797,8.972,2.184,2.637,16.417,19.434,3.187,3.363,4.098,18.822,17.925,12.172,9.986,20.886,3.248,6.184,4.182,6.182,12.820,8.546,24.065,4.935,13.239,11.621,9.582,8.634,14.040,24.013,6.001,13.967,6.204,19.008,22.271,28.918,6.648,6.652,7.726,33.512,12.435,8.462,20.975,17.729,20.939,11.884,19.394,22.813,31.911,35.250,33.274,13.070,11.364,21.038,16.214,16.914,29.764,19.808,20.654,23.092,22.888,27.284,33.572,24.981,31.382,45.731,24.353,38.363,38.991,39.664,30.448,34.757,49.276
node/26289763,21.085,52.669,39.618,35.811,33.913,33.286,36.207,33.232,35.046,31.437,28.060,24.462,32.654,29.211,34.506,38.036,42.792,32.798,30.935,28.448,36.998,32.456,30.597,30.234,33.437,31.197,25.067,22.266,32.220,20.750,28.711,29.219,22.682,17.254,20.188,16.671,27.486,28.898,18.624,33.757,14.435,15.688,26.731,22.166,19.090,10.819,10.232,13.162,18.294,22.307,8.551,14.178,22.548,22.407,8.082,15.422,17.497,9.440,15.958,10.376,23.736,31.366,14.617,9.152,13.244,4.348,6.266,19.068,7.787,33.706,13.540,10.773,11.443,10.822,4.209,21.370,6.612,10.179,35.607,11.270,16.521,11.694,17.009,8.177,5.408,10.459,17.600,10.914,1.649,6.357,8.340,12.204,10.153,10.142,6.412,2.633,12.050,4.598,8.733,11.136,0.000,7.320,20.560,10.125,13.961,6.159,12.143,3.642,12.644,5.806,27.770,5.651,14.950,2.420,11.124,11.668,8.981,37.779,10.751,9.924,9.492,37.167,36.270,29.495,5.893,13.450,14.569,6.926,13.801,21.113,5.744,23.477,16.628,14.521,6.162,7.065,7.319,8.178,8.117,16.577,14.853,6.891,15.019,36.660,14.835,21.482,15.137,15.360,11.664,26.076,11.674,15.245,38.627,35.381,13.863,13.925,37.046,15.737,24.475,27.814,25.838,15.110,17.327,38.690,16.110,16.810,22.328,17.040,17.924,19.096,20.158,44.937,51.224,22.251,28.652,63.383,27.771,56.015,56.643,57.316,33.866,32.027,51.014
node/327528975,14.487,50.112,37.060,33.254,31.355,30.728,33.649,30.675,32.488,28.879,25.502,21.904,30.096,30.121,30.217,33.747,38.503,28.509,24.395,24.159,32.708,28.166,26.308,25.944,29.147,26.907,20.777,15.874,27.931,17.954,24.422,24.929,18.392,19.325,13.590,18.742,23.197,24.609,20.695,29.468,16.505,10.830,22.441,17.876,10.740,12.890,10.691,8.992,9.826,18.018,9.009,10.008,11.938,10.682,7.435,19.554,9.473,6.728,7.718,6.206,11.497,13.447,7.032,4.982,5.866,7.531,9.127,8.840,12.812,23.314,5.900,3.646,4.870,4.248,6.203,9.698,3.914,3.606,23.633,4.697,7.315,5.121,6.396,2.213,13.120,3.885,5.804,4.309,8.727,14.070,1.316,4.455,2.999,2.647,1.001,4.808,4.062,2.808,15.077,2.735,7.488,0.000,13.557,1.934,6.300,1.603,4.482,4.281,18.641,2.835,33.356,11.059,20.947,7.122,3.562,4.106,14.567,22.832,3.189,2.964,2.734,22.220,21.322,15.025,8.136,19.037,4.525,4.594,3.930,9.036,10.970,11.399,22.215,4.730,11.389,9.771,7.992,7.044,12.190,22.163,5.881,12.117,5.999,21.861,20.422,27.068,6.995,8.093,6.135,31.662,10.585,11.458,23.828,20.582,19.090,10.035,22.248,20.964,30.061,33.401,31.424,11.220,13.540,23.892,14.364,15.064,27.914,17.959,18.804,21.242,21.038,30.138,36.426,23.131,29.532,48.585,26.529,41.217,41.844,42.518,32.623,32.907,49.772
node/614939487,16.629,59.777,46.725,42.919,41.020,40.393,37.691,34.717,36.530,32.921,35.167,31.569,26.792,25.645,25.014,25.724,30.479,26.202,27.430,24.093,24.685,22.971,21.898,21.081,21.124,21.891,19.204,23.866,19.908,23.199,16.398,16.906,15.557,32.470,15.989,31.887,15.174,16.586,33.840,21.105,29.651,17.628,14.418,15.526,11.593,26.035,20.998,15.789,11.431,10.388,23.297,13.595,8.121,9.234,20.593,30.877,10.820,18.371,12.260,17.015,8.029,7.841,11.909,17.026,12.270,18.854,20.451,11.590,24.135,10.281,11.617,14.664,12.509,13.254,17.527,10.845,19.372,12.414,10.601,12.032,10.191,11.322,10.934,13.273,24.444,10.662,8.957,9.814,20.050,25.393,12.155,9.334,10.166,10.757,13.029,16.837,8.682,14.837,26.618,10.173,21.994,12.594,0.000,10.761,8.294,14.264,8.822,16.310,30.182,14.815,44.898,22.600,32.488,18.663,10.833,10.640,26.109,9.799,11.897,12.684,13.342,9.187,8.290,3.721,27.198,30.578,11.897,15.535,12.996,11.146,22.511,7.271,33.756,14.738,22.930,22.981,25.948,21.110,26.513,33.705,16.013,25.942,13.444,11.070,31.963,38.610,14.350,13.809,18.610,43.204,20.209,17.442,13.652,16.454,32.761,21.540,15.408,40.696,41.603,44.942,42.966,20.008,17.506,16.338,23.523,24.223,44.140,27.117,27.962,30.401,30.197,24.245,29.207,32.289,38.691,41.366,29.947,35.324,35.951,36.624,36.042,42.066,46.237
node/4338377884,14.112,50.564,37.513,33.706,31.807,31.180,29.326,26.352,28.165,24.556,25.954,22.357,25.773,25.798,27.319,31.216,35.971,25.977,20.256,21.627,30.177,25.635,23.776,23.413,26.616,24.376,18.247,15.500,25.400,14.989,21.890,22.398,15.861,21.519,13.215,20.936,20.666,22.078,22.888,26.937,18.699,10.965,19.910,15.345,10.365,15.084,12.885,9.127,9.452,12.651,11.203,7.692,9.863,9.267,9.629,21.748,8.968,7.290,6.821,6.297,9.646,11.596,6.658,6.502,5.491,9.725,11.321,6.989,15.006,20.717,5.377,5.139,4.496,3.874,8.397,7.847,5.886,3.263,21.036,4.354,5.464,4.779,4.545,4.144,15.315,2.390,3.953,2.425,10.921,16.337,2.760,2.603,1.502,1.419,3.262,7.069,2.128,5.070,16.148,0.801,10.035,1.946,10.960,0.000,4.264,3.525,2.651,6.542,19.712,4.345,34.428,12.130,22.018,8.194,1.858,2.312,15.639,20.235,2.894,2.827,3.320,19.623,18.726,12.973,9.208,20.108,2.922,5.406,3.646,6.983,12.041,9.347,23.286,4.399,12.460,10.842,8.804,7.856,13.262,23.235,5.465,13.188,5.668,19.809,21.493,28.140,6.322,6.327,6.947,32.734,11.657,7.926,21.776,18.530,20.161,11.106,20.195,22.035,31.133,34.472,32.496,12.292,10.828,21.839,15.436,16.136,28.985,19.030,19.875,22.314,22.110,28.085,34.373,24.202,30.603,46.532,23.817,39.164,39.791,40.465,29.912,33.979,47.061
node/11269074158,17.405,53.705,40.654,36.847,34.949,34.322,32.620,29.645,31.458,27.849,29.096,25.498,29.067,29.091,30.612,34.330,39.086,29.271,23.549,24.921,33.291,28.929,27.070,26.707,29.730,30.498,21.540,18.793,28.514,18.282,25.005,25.512,19.154,24.567,16.509,23.984,23.780,25.192,25.937,30.803,21.748,14.107,23.024,18.638,13.659,18.132,17.477,12.268,12.745,12.741,14.252,10.074,10.355,9.759,12.678,24.797,9.460,14.850,8.739,8.876,10.139,16.447,8.387,13.505,6.580,12.773,14.370,7.481,18.054,18.887,5.927,8.188,6.818,7.564,11.446,9.167,8.935,6.334,19.207,7.501,5.956,6.791,5.000,7.192,18.363,4.174,4.426,3.357,13.970,19.824,6.074,3.058,4.085,4.676,6.949,10.609,2.261,8.756,19.635,3.727,13.522,5.894,9.131,4.190,0.000,7.536,2.058,10.082,23.199,7.832,37.914,15.617,25.505,11.681,3.850,3.240,19.126,18.405,4.914,5.701,6.359,17.793,16.896,10.582,18.480,23.595,4.914,8.552,6.013,4.592,15.528,6.956,26.773,7.215,15.947,18.381,17.230,11.343,16.749,26.722,8.281,16.675,7.365,17.418,24.980,31.627,9.750,9.209,14.011,36.221,15.609,12.842,19.385,16.139,23.648,15.144,17.805,25.522,34.620,37.959,35.983,16.041,14.336,19.449,19.556,20.256,32.472,23.151,23.996,26.434,26.230,25.695,31.983,28.323,34.724,44.141,25.981,36.774,37.401,38.075,32.076,38.100,47.687
node/5109205856,17.372,50.688,37.637,33.830,31.931,31.305,34.226,31.251,33.065,29.456,26.079,22.481,30.673,30.698,30.793,34.323,39.079,29.085,24.971,24.735,33.285,28.743,26.884,26.521,29.724,27.484,21.354,20.046,28.507,18.530,24.998,25.506,18.969,19.893,16.475,19.310,23.773,25.185,21.263,30.044,17.074,11.406,23.018,18.453,15.377,13.458,11.259,9.568,12.928,18.594,9.578,10.585,16.367,15.111,8.004,20.375,13.903,7.297,11.369,6.783,16.833,14.502,11.024,5.551,9.650,8.352,9.948,9.895,13.633,29.993,6.958,5.249,5.927,5.306,7.024,10.754,4.921,4.663,23.943,5.754,12.927,6.179,7.025,3.271,13.941,4.943,6.860,5.365,8.056,14.891,2.373,5.510,4.055,3.703,1.480,3.806,5.440,1.806,14.842,4.112,6.486,1.341,13.867,3.370,7.479,0.000,5.661,3.279,18.406,1.722,33.121,10.824,20.712,5.427,4.641,5.185,14.332,23.142,4.268,3.704,3.544,22.529,21.632,16.204,6.441,18.802,5.604,3.810,5.009,10.214,10.735,12.578,21.980,5.809,11.154,8.076,7.340,6.391,11.955,21.928,7.847,11.882,8.630,23.040,20.186,26.833,9.131,11.148,7.183,31.427,10.161,11.033,25.007,21.761,18.855,9.610,23.426,20.729,29.826,33.166,31.189,10.796,13.115,25.070,13.940,14.639,27.679,17.534,18.379,20.818,20.613,31.316,37.604,22.706,29.107,49.763,26.104,42.395,43.023,43.696,32.199,32.483,49.347
node/4077525244,14.531,50.831,37.780,33.973,32.074,31.447,29.745,26.771,28.584,24.975,26.221,22.623,26.192,26.217,27.738,27.042,31.798,26.396,20.675,22.046,26.004,26.055,24.195,23.832,22.443,23.210,18.666,15.919,21.226,15.408,17.717,18.224,16.280,23.056,13.634,22.473,16.492,17.904,24.425,22.763,20.236,11.232,15.737,15.764,10.784,16.621,14.603,9.394,9.871,11.706,12.740,7.211,8.918,8.322,11.166,23.285,8.023,9.220,5.877,7.478,8.701,10.651,5.525,8.010,5.181,11.262,12.859,6.044,16.543,19.198,4.528,6.676,5.420,5.433,9.934,6.902,7.423,4.822,19.517,5.484,4.519,4.774,3.601,5.681,16.852,3.037,3.008,1.958,12.458,17.950,4.563,1.659,2.574,3.165,4.998,8.734,0.862,7.658,17.761,1.644,11.648,4.019,9.441,2.316,2.184,5.662,0.000,8.207,21.325,5.958,36.040,13.743,23.631,9.806,1.995,1.803,17.251,18.716,3.060,3.846,4.505,18.104,17.207,10.910,10.821,21.721,3.059,6.697,4.159,4.920,13.654,7.284,24.899,5.361,14.073,12.455,10.069,9.122,14.875,24.848,6.427,14.801,5.431,17.746,23.106,29.753,5.814,5.818,8.116,34.346,11.189,8.888,19.713,16.467,21.774,12.719,18.132,23.648,32.746,36.085,34.108,16.369,11.790,19.776,17.048,17.748,30.598,20.643,21.488,23.926,23.722,26.022,32.310,25.815,32.216,44.469,26.308,37.101,37.729,38.402,32.403,35.592,48.014
node/3056287062,18.621,51.937,38.886,35.079,33.180,32.553,35.475,32.500,34.313,30.704,27.328,23.730,31.922,31.947,32.042,35.572,40.328,30.334,26.220,25.984,34.534,29.992,28.133,27.770,30.973,28.733,22.603,21.294,29.756,19.779,26.247,26.755,20.218,21.142,17.724,20.559,25.022,26.434,22.512,31.293,18.323,12.655,24.267,19.701,16.626,14.707,11.579,10.817,14.177,19.843,8.718,11.834,17.616,16.360,7.223,17.754,15.152,8.546,12.618,8.032,18.082,21.332,12.272,6.799,10.899,6.680,7.353,16.724,10.690,31.242,11.195,6.498,8.000,7.378,4.634,19.026,6.170,6.736,33.143,7.827,14.176,8.251,9.097,5.451,8.310,7.015,15.255,7.471,4.777,9.260,4.446,8.310,6.665,6.248,3.464,1.773,8.156,1.650,10.389,7.275,3.207,4.372,16.666,6.306,10.813,3.439,8.995,0.000,13.953,2.858,28.668,6.370,16.259,2.148,7.672,8.215,9.879,25.941,7.298,6.155,5.723,25.329,24.432,22.152,3.162,14.348,9.649,3.638,8.882,13.549,6.282,15.912,17.527,8.180,6.700,4.797,5.953,6.812,6.813,17.475,8.652,6.241,9.434,26.375,15.733,22.380,9.935,11.961,7.987,26.974,10.973,11.845,28.341,25.096,14.401,10.422,26.761,16.275,25.373,28.712,26.736,11.608,13.928,28.405,14.752,15.452,23.226,15.664,16.549,17.721,18.783,34.651,40.939,20.875,27.276,53.098,26.405,45.730,46.358,47.031,32.500,30.652,49.649
way/1454716354,30.874,58.957,45.906,42.099,40.200,39.574,43.989,41.107,42.828,39.219,34.348,33.246,41.619,42.225,45.478,52.262,57.018,43.818,36.688,41.462,51.224,43.476,41.617,45.889,47.663,46.513,35.732,30.256,46.446,28.740,42.937,43.445,33.544,19.638,30.706,19.055,41.712,43.124,21.008,47.983,16.809,30.549,40.957,36.392,34.709,16.597,21.362,29.542,33.156,38.511,20.461,27.570,37.305,37.163,19.362,11.729,35.143,20.721,29.350,23.768,38.492,45.592,28.009,22.544,26.636,17.278,15.287,32.460,11.449,47.932,27.253,23.979,26.408,25.786,17.982,34.762,24.160,23.570,49.833,26.358,29.913,26.782,27.628,21.568,11.360,23.850,30.991,24.305,15.379,7.439,21.732,23.423,23.545,23.534,19.764,15.919,23.488,16.669,7.142,21.623,13.876,19.836,36.493,20.822,24.658,18.669,22.840,15.713,0.000,17.422,19.587,11.262,3.772,13.091,21.821,22.364,7.251,46.484,21.447,20.621,20.189,45.872,44.975,38.200,14.599,4.515,22.879,17.623,22.111,29.819,14.445,32.183,7.478,23.227,14.864,15.771,16.025,16.884,14.314,8.395,23.559,15.592,23.724,45.365,6.665,13.300,23.842,24.065,20.370,17.894,20.380,23.950,47.333,44.087,22.565,22.630,45.752,17.121,16.293,19.632,17.656,23.816,26.032,47.396,24.816,28.395,14.984,27.450,28.334,27.508,27.304,53.642,59.930,26.469,28.929,72.089,36.476,64.721,65.348,66.022,42.571,36.246,59.720
node/3014835252,17.965,51.282,38.231,34.424,32.525,31.898,34.820,31.845,33.658,30.049,26.672,23.075,31.267,31.291,31.387,34.917,39.673,29.679,25.565,25.329,33.879,29.337,27.478,27.115,30.318,28.077,21.948,20.639,29.101,19.124,25.592,26.099,19.562,20.487,17.069,19.904,24.367,25.779,21.857,30.638,17.668,12.000,23.612,19.046,15.971,14.052,11.853,10.162,13.522,19.188,10.171,11.178,16.961,15.705,8.598,20.969,14.497,7.891,11.963,7.377,17.427,20.677,11.617,6.144,10.244,8.945,10.542,16.069,14.226,30.587,10.540,5.843,9.158,8.537,7.618,18.370,5.515,5.933,32.488,7.024,13.521,7.448,14.009,5.245,14.535,6.213,14.600,6.668,7.773,14.465,3.643,6.907,5.452,5.099,2.662,3.523,6.837,2.149,14.276,5.509,6.203,2.739,15.956,4.767,8.699,1.523,6.881,2.996,17.840,0.000,32.555,10.258,20.146,4.557,5.862,6.406,13.766,27.845,4.877,3.859,3.428,27.233,26.336,19.561,5.369,18.235,5.653,2.277,5.125,11.434,10.169,13.798,21.414,5.590,10.588,6.203,5.793,4.845,11.389,21.362,6.061,11.316,6.844,24.260,19.620,26.267,7.345,9.370,5.397,30.861,8.383,9.255,26.227,22.981,18.289,7.832,24.646,20.163,29.260,32.599,30.623,9.018,11.337,26.291,12.162,12.861,27.113,15.756,16.601,19.040,18.835,32.537,38.825,20.928,27.329,50.983,24.326,43.615,44.243,44.916,30.421,30.705,47.569
